uses	world	expression
6	IDAbRe_Core_03	(doll_set == 6) && (doll_stone_set == 3)
6	df6	(event_start == 1) && (f6_event_kill >= 10)
6	LDF4_Advance	(li_killer_v03 == 9) || (li_killer_v03 == 11)
6	LDF4_Advance	(li_killer_v05 == 9) || (li_killer_v05 == 11)
6	LDF4_Advance	(li_killer_v07 == 9) || (li_killer_v07 == 11)
6	LDF4_Advance	(li_killer_v09 == 9) || (li_killer_v09 == 11)
6	LDF4_Advance	(li_killer_v11 == 9) || (li_killer_v11 == 11)
6	IDAb1_Ere	(li_play == 1) && (statdown == 6)
6	iddc1_dreadgion	(submodule_a_01 == 2) && (submodule_a_02 == 2) && (submodule_a_03 == 2)
6	ldf5_fortress	(v01 == 1) && (MistOn_Dragon == 1)
6	ldf5_fortress	(v01 == 2) && (MistOn_Dragon == 1)
6	ldf5_fortress	(v01 == 3) && (MistOn_Dragon == 1)
6	ldf5_fortress	(v02 == 1) && (MistOn_Dragon == 1)
6	ldf5_fortress	(v02 == 2) && (MistOn_Dragon == 1)
6	ldf5_fortress	(v02 == 3) && (MistOn_Dragon == 1)
6	LDF4_Advance	(v02== 2) && (va_l > 0)
6	LDF4_Advance	(v02== 2) && (va_l > 1)
6	LDF4_Advance	(v02== 3) && (va_d > 0)
6	LDF4_Advance	(v02== 3) && (va_d > 1)
6	LDF4_Advance	(v03== 2) && (va_l > 1)
6	LDF4_Advance	(v03== 2) && (va_l > 2)
6	LDF4_Advance	(v03== 3) && (va_d > 1)
6	LDF4_Advance	(v03== 3) && (va_d > 2)
6	LDF4_Advance	(v08== 2) && (vc_l > 0)
6	LDF4_Advance	(v08== 2) && (vc_l > 1)
6	LDF4_Advance	(v08== 2) && (vc_l > 2)
6	LDF4_Advance	(v08== 3) && (vc_d > 0)
6	LDF4_Advance	(v08== 3) && (vc_d > 1)
6	LDF4_Advance	(v08== 3) && (vc_d > 2)
6	LDF4_Advance	(v09== 2) && (vc_l > 1)
6	LDF4_Advance	(v09== 3) && (vc_d > 1)
6	LDF4_Advance	(v10== 2) && (vd_l > 1)
6	LDF4_Advance	(v10== 2) && (vd_l > 2)
6	LDF4_Advance	(v10== 3) && (vd_d > 1)
6	LDF4_Advance	(v10== 3) && (vd_d > 2)
6	LDF4_Advance	(v11== 2) && (vd_l > 2)
6	LDF4_Advance	(v11== 3) && (vd_d > 2)
6	IDLDF5_Under_01_War	AttackDark_02 >= 1
6	IDLDF5_Under_01_War	Attack_02 >= 1
6	idf5_td_war	BOMB_S_01_01 == 1
6	idf5_td_war	BOMB_S_01_02 == 1
6	idf5_td_war	BOMB_S_02_01 == 1
6	idf5_td_war	BOMB_S_02_02 == 1
6	idarena	BONUS_S1_D == 1
6	idarena	BONUS_S1_L == 1
6	idarena	Condition_S2_D >= 9
6	idarena	Condition_S2_L >= 9
6	idarena_solo	Condition_S3>=1
6	idarena_solo	Condition_S3A>=1
6	idarena_solo	Condition_S3B>=1
6	idarena	Condition_S4 >= 12
6	idarena	Condition_S5_D >= 1
6	idarena	Condition_S5_L >= 1
6	idarena	Condition_S5_L >= 12
6	idarena	Condition_S5_L >= 6
6	idarena	Condition_S6 >= 5
6	ab1	D_BuildupLevel == 1
6	IDLDF5_Fortress_War	Da_Open == 3
6	housing_df_personal	HDFP_ID_TOWN_A_1_LV==1
6	housing_df_personal	HDFP_ID_TOWN_A_2_LV==1
6	housing_df_personal	HDFP_ID_TOWN_A_3_LV==1
6	housing_df_personal	HDFP_ID_TOWN_A_LV==1
6	housing_df_personal	HDFP_ID_TOWN_B_1_LV==1
6	housing_df_personal	HDFP_ID_TOWN_B_2_LV==1
6	housing_df_personal	HDFP_ID_TOWN_B_3_LV==1
6	housing_df_personal	HDFP_ID_TOWN_B_4_LV==1
6	housing_df_personal	HDFP_ID_TOWN_B_5_LV==1
6	housing_df_personal	HDFP_ID_TOWN_B_6_LV==1
6	housing_df_personal	HDFP_ID_TOWN_B_7_LV==1
6	housing_df_personal	HDFP_ID_TOWN_B_8_LV==1
6	housing_df_personal	HDFP_ID_TOWN_B_LV==1
6	housing_df_personal	HDFP_ID_TOWN_C_10_LV==1
6	housing_df_personal	HDFP_ID_TOWN_C_11_LV==1
6	housing_df_personal	HDFP_ID_TOWN_C_1_LV==1
6	housing_df_personal	HDFP_ID_TOWN_C_2_LV==1
6	housing_df_personal	HDFP_ID_TOWN_C_3_LV==1
6	housing_df_personal	HDFP_ID_TOWN_C_4_LV==1
6	housing_df_personal	HDFP_ID_TOWN_C_5_LV==1
6	housing_df_personal	HDFP_ID_TOWN_C_6_LV==1
6	housing_df_personal	HDFP_ID_TOWN_C_7_LV==1
6	housing_df_personal	HDFP_ID_TOWN_C_8_LV==1
6	housing_df_personal	HDFP_ID_TOWN_C_9_LV==1
6	housing_df_personal	HDFP_ID_TOWN_C_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_A_1_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_A_2_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_A_3_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_A_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_B_1_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_B_2_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_B_3_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_B_4_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_B_5_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_B_6_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_B_7_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_B_8_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_B_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_C_10_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_C_11_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_C_1_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_C_2_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_C_3_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_C_4_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_C_5_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_C_6_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_C_7_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_C_8_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_C_9_LV==1
6	housing_lf_personal	HLFP_ID_TOWN_C_LV==1
6	IDLDF5_Under_03	H_WAVE_01_01 == 1
6	IDLDF5_Under_03	H_WAVE_01_02 == 1
6	IDLDF5_Under_03	H_WAVE_02_01 == 1
6	IDLDF5_Under_03	H_WAVE_02_02 == 1
6	IDLDF5_Under_03	H_WAVE_03_01 == 1
6	IDLDF5_Under_03	H_WAVE_03_02 == 1
6	IDLDF5_Under_03	H_WAVE_04_01 == 1
6	IDLuna_def	IDLUNA_DEF_PHASE_1_2==1
6	IDLuna_def	IDLUNA_DEF_PHASE_1_6==1
6	IDLuna_def	IDLUNA_DEF_PHASE_2_2==1
6	IDLuna_def	IDLUNA_DEF_PHASE_2_6==1
6	IDLuna_def	IDLUNA_DEF_PHASE_3_4==1
6	lf4	LF4_Dramata_Shield == 1
6	ab1	L_BuildupLevel == 1
6	IDLDF5_Fortress_War	Li_Open == 3
6	GAb1_Sub	NPC_TANK_A == 1
6	GAb1_Sub	NPC_TANK_A == 2
6	GAb1_Sub	NPC_TANK_A == 3
6	GAb1_Sub	NPC_TANK_A == 4
6	GAb1_Sub	NPC_TANK_A == 5
6	GAb1_Sub	NPC_TANK_B == 1
6	GAb1_Sub	NPC_TANK_B == 2
6	GAb1_Sub	NPC_TANK_B == 3
6	GAb1_Sub	NPC_TANK_B == 4
6	GAb1_Sub	NPC_TANK_B == 5
6	GAb1_Sub	NPC_TANK_C == 1
6	GAb1_Sub	NPC_TANK_C == 2
6	GAb1_Sub	NPC_TANK_C == 3
6	GAb1_Sub	NPC_TANK_C == 4
6	GAb1_Sub	NPC_TANK_C == 5
6	GAb1_Sub	NPC_TANK_D == 1
6	GAb1_Sub	NPC_TANK_D == 2
6	GAb1_Sub	NPC_TANK_D == 3
6	GAb1_Sub	NPC_TANK_D == 4
6	GAb1_Sub	NPC_TANK_D == 5
6	IDSeal	PORTALBREATH == 5
6	IDLuna_siege	Rolling_Golem_01==1
6	IDLuna_siege	Rolling_Golem_01==2
6	IDLuna_siege	Rolling_Golem_01==3
6	IDLuna_siege	Rolling_Golem_01==4
6	IDLuna_siege	Rolling_Golem_02==1
6	IDLuna_siege	Rolling_Golem_02==2
6	IDLuna_siege	Rolling_Golem_02==3
6	IDLuna_siege	Rolling_Golem_02==4
6	IDLuna_siege	Rolling_Golem_03==1
6	IDLuna_siege	Rolling_Golem_03==2
6	IDLuna_siege	Rolling_Golem_03==3
6	IDLuna_siege	Rolling_Golem_03==4
6	idf5_td_war	START_02 == 1
6	idf5_td_war	START_02 == 2
6	ldf5a	WORLDRAID_07 == 2
6	IDRaksha_solo	Wave_A_01_Clear >= 5
6	LDF4_Advance	da_killer_v03 == 1
6	LDF4_Advance	da_killer_v03 == 3
6	LDF4_Advance	da_killer_v03 == 5
6	LDF4_Advance	da_killer_v03 == 7
6	LDF4_Advance	da_killer_v05 == 1
6	LDF4_Advance	da_killer_v05 == 3
6	LDF4_Advance	da_killer_v05 == 5
6	LDF4_Advance	da_killer_v05 == 7
6	LDF4_Advance	da_killer_v07 == 1
6	LDF4_Advance	da_killer_v07 == 3
6	LDF4_Advance	da_killer_v07 == 5
6	LDF4_Advance	da_killer_v07 == 7
6	LDF4_Advance	da_killer_v09 == 1
6	LDF4_Advance	da_killer_v09 == 3
6	LDF4_Advance	da_killer_v09 == 5
6	LDF4_Advance	da_killer_v09 == 7
6	LDF4_Advance	da_killer_v11 == 1
6	LDF4_Advance	da_killer_v11 == 3
6	LDF4_Advance	da_killer_v11 == 5
6	LDF4_Advance	da_killer_v11 == 7
6	IDAb1_Heroes_D	defend_wave == 3
6	df6	df6_bonus_2nd_01 == 1
6	df6	df6_bonus_2nd_02 == 1
6	df6	df6_bonus_2nd_03 == 1
6	df6	df6_bonus_2nd_04 == 1
6	iddc1_dreadgion	dreadgion_defense_01 > 6
6	IDInfinity	floor_10 >= 1
6	IDInfinity	floor_16 >= 1
6	IDInfinity	floor_20 >= 1
6	IDInfinity	floor_24 >= 1
6	IDInfinity	floor_26 == 1
6	IDInfinity	floor_28 >= 1
6	IDInfinity	floor_30 >= 1
6	IDInfinity	floor_34_artifact == 1
6	IDInfinity	floor_38 >= 1
6	IDInfinity	floor_39 >= 1
6	IDEternity_02	ideternity_02_strong_a == 2
6	IDEternity_02	ideternity_02_strong_b == 1
6	IDAb1_Ere	labor_friend_go == 1
6	LDF4_Advance	li_killer_v03 == 1
6	LDF4_Advance	li_killer_v03 == 3
6	LDF4_Advance	li_killer_v03 == 5
6	LDF4_Advance	li_killer_v03 == 7
6	LDF4_Advance	li_killer_v05 == 1
6	LDF4_Advance	li_killer_v05 == 3
6	LDF4_Advance	li_killer_v05 == 5
6	LDF4_Advance	li_killer_v05 == 7
6	LDF4_Advance	li_killer_v07 == 1
6	LDF4_Advance	li_killer_v07 == 3
6	LDF4_Advance	li_killer_v07 == 5
6	LDF4_Advance	li_killer_v07 == 7
6	LDF4_Advance	li_killer_v09 == 1
6	LDF4_Advance	li_killer_v09 == 3
6	LDF4_Advance	li_killer_v09 == 5
6	LDF4_Advance	li_killer_v09 == 7
6	LDF4_Advance	li_killer_v11 == 1
6	LDF4_Advance	li_killer_v11 == 3
6	LDF4_Advance	li_killer_v11 == 5
6	LDF4_Advance	li_killer_v11 == 7
6	idyun	rasta_spawn == 1
6	IDEternity_03	rock1_1 >= 1
6	IDEternity_03	rock1_1 >= 3
6	IDEternity_03	rock1_2 >= 3
6	IDEternity_03	rock1_4 >= 1
6	idlc1_dreadgion	set_sub_key_L == 1
6	ldf5_fortress	v01ctrl==3
6	ldf5_fortress	v02ctrl==2
6	idf5_td_war	v07 == 1
6	idf5_td_war	v08 == 1
6	idf5_td_war	v08 == 2
6	idf5_td_war	v08 == 3
5	IDEternity_03	((race == 1) && (semibossend == 1))
5	IDEternity_03	((race == 2) && (semibossend == 1))
5	ab1	(1141_rewardcon_d_set == 1) && (1131_mistoff == 1) && (1132_mistoff == 1) && (1141_mistoff == 1)
5	ab1	(1141_rewardcon_l_set == 1) && (1131_mistoff == 1) && (1132_mistoff == 1) && (1141_mistoff == 1)
5	IDSweep_02	(4STAGE_PHASE>=182) && (4STAGE_ELITE>=4) && (SpecialServer_Cond == 0)
5	IDSweep_02	(4STAGE_PHASE>=182) && (4STAGE_ELITE>=4) && (SpecialServer_Cond == 1)
5	IDSweep_02	(4STAGE_PHASE>=66) && (4STAGE_ELITE>=1) && (SpecialServer_Cond == 0)
5	IDSweep_02	(4STAGE_PHASE>=66) && (4STAGE_ELITE>=1) && (SpecialServer_Cond == 1)
5	ldf5b	(6011_Mercenary02==1) && (6011==2)
5	ldf5b	(6011_Mercenary02==1) && (6011==3)
5	ldf5b	(6011_Mercenary03==1) && (6011==2)
5	ldf5b	(6011_Mercenary03==1) && (6011==3)
5	lf2	(DirectPortalDest_13>=1)&&(SpecialServer_Cond == 0)
5	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && (Ab1_Artifact_01_D == 1)
5	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && (Ab1_Artifact_01_L == 1)
5	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && (Ab1_Artifact_03_D == 1)
5	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && (Ab1_Artifact_03_L == 1)
5	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && (Ab1_Artifact_04_D == 1)
5	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && (Ab1_Artifact_04_L == 1)
5	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v08==2)
5	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v08==3)
5	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v11==2)
5	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v11==3)
5	IDLDF5_Fortress_Re	(Light_KillArea_A >=1) || (Dark_KillArea_A >=1)
5	IDLDF5_Fortress_Re	(Light_KillArea_B >=1) || (Dark_KillArea_B >=1)
5	ldf5_fortress	(MistOn_Dragon == 1) && (door01 == 1)
5	IDSeal_Q	(RACE == 1) && (SCENE == 1 )
5	IDSeal_Q	(RACE == 1) && (SCENE == 10)
5	IDSeal_Q	(RACE == 1) && (SCENE == 8)
5	IDSeal_Q	(RACE == 1) && (SCENE == 9)
5	IDSeal_Q	(RACE == 2) && (SCENE == 1 )
5	IDSeal_Q	(RACE == 2) && (SCENE == 10)
5	IDSeal_Q	(RACE == 2) && (SCENE == 8)
5	IDSeal_Q	(RACE == 2) && (SCENE == 9)
5	IDSeal	(SCENE == 26) && (RACE ==1)
5	IDSeal	(SCENE == 26) && (RACE ==2)
5	IDF6_Dragon	(Wave_Control_02 > 3) && (NO_EXP == 1)
5	IDF6_Dragon	(Wave_Control_02 > 3) && (NO_EXP == 2)
5	IDF6_Dragon	(Wave_Control_03 > 3) && (NO_EXP == 1)
5	IDF6_Dragon	(Wave_Control_03 > 3) && (NO_EXP == 2)
5	IDF6_LF1	(con_A01 == 1) || (con_B01 == 1)
5	IDF6_LF1	(con_C01 == 1) || (con_D01 == 1)
5	LDF4_Advance	(da_killer_v02 == 9) || (da_killer_v02 == 11)
5	LDF4_Advance	(da_killer_v08 == 9) || (da_killer_v08 == 11)
5	LDF4_Advance	(li_killer_v02 == 9) || (li_killer_v02 == 11)
5	LDF4_Advance	(li_killer_v08 == 9) || (li_killer_v08 == 11)
5	IDEternity_War	(people_expand_con >= 3) && (96_bottom == 1)
5	IDAbRe_Core_03	(resurrect_time == 1) && (resurrect_set == 1)
5	IDAbRe_Core_03	(resurrect_time == 1) && (resurrect_set == 10)
5	IDAbRe_Core_03	(resurrect_time == 1) && (resurrect_set == 11)
5	IDAbRe_Core_03	(resurrect_time == 1) && (resurrect_set == 12)
5	IDAbRe_Core_03	(resurrect_time == 1) && (resurrect_set == 13)
5	IDAbRe_Core_03	(resurrect_time == 1) && (resurrect_set == 2)
5	IDAbRe_Core_03	(resurrect_time == 1) && (resurrect_set == 3)
5	IDAbRe_Core_03	(resurrect_time == 1) && (resurrect_set == 4)
5	IDAbRe_Core_03	(resurrect_time == 1) && (resurrect_set == 5)
5	IDAbRe_Core_03	(resurrect_time == 1) && (resurrect_set == 6)
5	IDAbRe_Core_03	(resurrect_time == 1) && (resurrect_set == 7)
5	IDAbRe_Core_03	(resurrect_time == 1) && (resurrect_set == 8)
5	IDAbRe_Core_03	(resurrect_time == 1) && (resurrect_set == 9)
5	IDAb1_Ere	1f_abuse == 3
5	IDSweep	4STAGE_PHASE>=33
5	ldf5_fortress	7011_rewardcon_d_set == 1
5	ldf5_fortress	7011_rewardcon_l_set == 1
5	idarena_solo	Condition_S2A>=1
5	idarena	Condition_S2_D >= 1
5	idarena	Condition_S2_D >= 4
5	idarena	Condition_S2_L >= 1
5	idarena	Condition_S2_L >= 4
5	idarena	Condition_S3_L >= 43
5	idarena_solo	Condition_S4A>=1
5	idarena_solo	Condition_S4B>=1
5	idarena	Condition_S6 >= 1
5	idarena	Condition_S6 >= 10
5	IDLDF5_Fortress_War	Da_Open == 2
5	idf4re_drana	IDF4Re_Dra_01_Boss_Kill == 1
5	IDLegion	IDLegion_Out == 1
5	IDLDF5_Fortress_War	Li_Open == 2
5	IDSeal	RANDOM_ROOM_01 == 1
5	idarena_pvp01	S3_BOX >= 1
5	IDEternity_Q	SCENE >= 11
5	ldf5a	WORLDRAID_04 == 2
5	IDRaksha_solo	Wave_A_01_Clear >= 18
5	IDRaksha_solo	Wave_A_01_Start >= 1
5	IDRaksha_solo	Wave_B_01_Start >= 1
5	IDRaksha_solo	Wave_B_02_Start >= 1
5	IDRaksha_solo	Wave_B_03_Start >= 1
5	IDRaksha_solo	Wave_B_04_Start >= 1
5	IDRaksha_solo	Wave_B_05_Start >= 1
5	IDRaksha_solo	Wave_B_06_Start >= 1
5	idldf5b_td	Wave_Z1 == 4
5	IDElemental_2_E	boss == 1
5	IDElemental_2_E	boss == 2
5	IDF6_Adma	boss_summon == 2
5	IDF6_LF1	con_Anu_start == 1
5	idf4re_drana	condition_type2 == 1
5	idldf5re_solo	crystal ==1
5	LDF4_Advance	da_killer_v02 == 1
5	LDF4_Advance	da_killer_v02 == 3
5	LDF4_Advance	da_killer_v02 == 5
5	LDF4_Advance	da_killer_v02 == 7
5	LDF4_Advance	da_killer_v08 == 1
5	LDF4_Advance	da_killer_v08 == 3
5	LDF4_Advance	da_killer_v08 == 5
5	LDF4_Advance	da_killer_v08 == 7
5	IDEternity_02	ideternity_02_strong_a == 1
5	LDF4_Advance	li_killer_v02 == 1
5	LDF4_Advance	li_killer_v02 == 3
5	LDF4_Advance	li_killer_v02 == 5
5	LDF4_Advance	li_killer_v02 == 7
5	LDF4_Advance	li_killer_v08 == 1
5	LDF4_Advance	li_killer_v08 == 3
5	LDF4_Advance	li_killer_v08 == 5
5	LDF4_Advance	li_killer_v08 == 7
5	idabre_up3_crotan	racecheck == 1
5	idabre_up3_crotan	racecheck == 2
5	IDAbRe_Core_03	resurrect_statue == 1
5	IDEternity_03	rock1_2 >= 2
5	ldf5a	v01ctrl==1
5	ldf5a	v01ctrl==2
5	GAb1_01	v02ctrl == 21
5	ldf5a	v02ctrl==1
5	ldf5a	v02ctrl==3
5	ldf5a	v03ctrl==1
5	ldf5a	v03ctrl==2
5	ldf5a	v03ctrl==3
5	ldf5a	v04ctrl==1
5	ldf5a	v04ctrl==2
5	ldf5a	v04ctrl==3
5	idf5_td_war	v05 == 1
5	ldf5a	v05ctrl==1
5	ldf5a	v05ctrl==2
5	ldf5a	v05ctrl==3
5	ldf5a	v06ctrl==1
5	ldf5a	v06ctrl==2
5	ldf5a	v06ctrl==3
5	ldf5a	v08ctrl==1
5	ldf5a	v08ctrl==2
5	ldf5a	v08ctrl==3
5	ldf5a	v09ctrl==1
5	ldf5a	v09ctrl==2
5	ldf5a	v09ctrl==3
5	LDF4_Advance	village_dr_js == 2
5	LDF4_Advance	village_dr_js == 3
5	IDEternity_03	zone4close == 1
4	ab1	((in_helper == 1) && (indoor_a == 1))
4	ab1	((in_helper == 1) && (indoor_b == 1))
4	ab1	((out_helper == 1) && (outdoor_a == 1))
4	ab1	((out_helper == 1) && (outdoor_b == 1))
4	ab1	(1131_rewardcon_d_set == 1) && (1131_mistoff == 1) && (1132_mistoff == 1) && (1141_mistoff == 1)
4	ab1	(1131_rewardcon_l_set == 1) && (1131_mistoff == 1) && (1132_mistoff == 1) && (1141_mistoff == 1
4	ab1	(1132_rewardcon_d_set == 1) && (1131_mistoff == 1) && (1132_mistoff == 1) && (1141_mistoff == 1)
4	ab1	(1132_rewardcon_l_set == 1) && (1131_mistoff == 1) &&(1132_mistoff == 1) && (1141_mistoff == 1)
4	IDSweep_02	(1STAGE_START>=3) && (SpecialServer_Cond == 0)
4	IDSweep_02	(1STAGE_START>=3) && (SpecialServer_Cond == 1)
4	IDSweep_02	(1STAGE_START>=7) && (SpecialServer_Cond == 0)
4	IDSweep_02	(1STAGE_START>=7) && (SpecialServer_Cond == 1)
4	ldf5a	(5011_Mercenary02==1) && (5011==2)
4	ldf5a	(5011_Mercenary02==1) && (5011==3)
4	ldf5b	(6021_Mercenary03==1) && (6021==2)
4	ldf5b	(6021_Mercenary03==1) && (6021==3)
4	idasteria_iu_party	(Condition_S1>=0)&&(Condition_S1<2)
4	idasteria_iu_party	(Condition_S3>=2)&&(Condition_S1<2)
4	idasteria_iu_party	(Condition_S3>=3)&&(Condition_S1<2)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && (D_BuildupLevel >= 2)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && (D_BuildupLevel >= 4)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && (D_BuildupLevel >= 5)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && (L_BuildupLevel >= 2)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && (L_BuildupLevel >= 4)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && (L_BuildupLevel >= 5)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v01==2)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v01==3)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v02==2)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v02==3)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v03==2)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v03==3)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v04==2)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v04==3)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v05==2)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v05==3)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v06==2)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v06==3)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v07==2)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v07==3)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v09==2)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v09==3)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v10==2)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v10==3)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v12==2)
4	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && ([SAVE]v12==3)
4	IDSeal	(PLAY_LEVEL == 1) && (IMMORTAL == 10) && (RACE == 1)
4	IDSeal	(PLAY_LEVEL == 1) && (IMMORTAL == 10) && (RACE == 2)
4	IDSeal	(PLAY_LEVEL == 2) && (IMMORTAL == 10) && (RACE == 1)
4	IDSeal	(PLAY_LEVEL == 2) && (IMMORTAL == 10) && (RACE == 2)
4	IDSeal	(PLAY_LEVEL == 2) && (SUB_WAVE == 5)
4	IDSeal	(PLAY_LEVEL == 2) && (SUB_WAVE == 6)
4	IDSeal	(PLAY_LEVEL == 3) && (IMMORTAL == 10) && (RACE == 1)
4	IDSeal	(PLAY_LEVEL == 3) && (IMMORTAL == 10) && (RACE == 2)
4	IDSeal	(PLAY_LEVEL == 3) && (SUB_WAVE == 5)
4	IDSeal	(PLAY_LEVEL == 3) && (SUB_WAVE == 6)
4	IDSeal	(PLAY_LEVEL == 3) && (SUB_WAVE == 7)
4	IDSeal	(PLAY_LEVEL == 3) && (SUB_WAVE == 8)
4	IDSeal_Q	(RACE == 1) && (QUEST == 4)
4	IDSeal_Q	(RACE == 1) && (SCENE == 4)
4	IDSeal_Q	(RACE == 2) && (QUEST == 4)
4	IDSeal_Q	(RACE == 2) && (SCENE == 4)
4	IDSeal	(SCENE == 27) && (RACE ==1)
4	IDSeal	(SCENE == 27) && (RACE ==2)
4	IDSeal	(SCENE == 28) && (RACE ==1)
4	IDSeal	(SCENE == 28) && (RACE ==2)
4	IDDF2_Dflame_Event	(STAGE1_WAVE >= 3) && (STAGE1_END == 0)
4	IDDF2_Dflame_Event	(STAGE1_WAVE >= 7) && (STAGE1_END == 0)
4	GAb1_01	(Tur13 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur14 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur15 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur16 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur17 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur18 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur19 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur20 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur21 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur22 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur23 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur24 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur25 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur26 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur27 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur28 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur29 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur30 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur31 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur32 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur33 == 21) && (GAb1_PvPStatus == 1)
4	GAb1_01	(Tur34 == 21) && (GAb1_PvPStatus == 1)
